country,date,iso_code,people_fully_vaccinated_per_hundred,people_vaccinated_per_hundred,total_vaccinations_per_hundred,sputnikv_total_vaccinations,sinovac_total_vaccinations,sinopharm_total_vaccinations,pfizer_total_vaccinations,astrazeneca_total_vaccinations,novavax_total_vaccinations,moderna_total_vaccinations,johnson&johnson_total_vaccinations,covaxin_total_vaccinations,cansino_total_vaccinations
Argentina,2020-12-29,ARG,0.0,0.04,0.04,20481.0,0.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0
Argentina,2020-12-30,ARG,0.0,0.09,0.09,40583.0,0.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0
Argentina,2020-12-31,ARG,0.0,0.1,0.1,43388.0,0.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0
Argentina,2021-01-01,ARG,0.0,0.1,0.1,43513.0,0.0,1.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0
Argentina,2021-01-02,ARG,0.0,0.1,0.1,46824.0,0.0,1.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0
Argentina,2021-01-03,ARG,0.0,0.1,0.1,47266.0,0.0,1.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0
Argentina,2021-01-04,ARG,0.0,0.13,0.13,57726.0,0.0,1.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0
Argentina,2021-01-05,ARG,0.0,0.15,0.15,68445.0,0.0,5.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0
Argentina,2021-01-06,ARG,0.0,0.17,0.17,78551.0,0.0,8.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0
Argentina,2021-01-07,ARG,0.0,0.21,0.21,96771.0,0.0,8.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0
Argentina,2021-01-08,ARG,0.0,0.27,0.27,124652.0,0.0,8.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0
Argentina,2021-01-09,ARG,0.0,0.3,0.3,134860.0,0.0,9.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0
Argentina,2021-01-10,ARG,0.0,0.3,0.3,136034.0,0.0,10.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0
Argentina,2021-01-11,ARG,0.0,0.34,0.34,155856.0,0.0,11.0,0.0,8.0,0.0,2.0,0.0,0.0,0.0
Argentina,2021-01-12,ARG,0.0,0.38,0.38,175239.0,0.0,14.0,0.0,8.0,0.0,2.0,0.0,0.0,0.0
Argentina,2021-01-13,ARG,0.0,0.42,0.42,192001.0,0.0,18.0,0.0,8.0,0.0,2.0,0.0,0.0,0.0
Argentina,2021-01-14,ARG,0.0,0.46,0.46,208646.0,0.0,19.0,0.0,8.0,0.0,2.0,0.0,0.0,0.0
Argentina,2021-01-15,ARG,0.0,0.5,0.5,226081.0,0.0,19.0,0.0,8.0,0.0,2.0,0.0,0.0,0.0
Argentina,2021-01-16,ARG,0.0,0.51,0.51,231964.0,0.0,19.0,0.0,8.0,0.0,2.0,0.0,0.0,0.0
Argentina,2021-01-17,ARG,0.0,0.51,0.51,233025.0,0.0,19.0,0.0,8.0,0.0,2.0,0.0,0.0,0.0
Argentina,2021-01-18,ARG,0.0,0.53,0.53,242856.0,0.0,19.0,0.0,8.0,0.0,2.0,0.0,0.0,0.0
Argentina,2021-01-19,ARG,0.01,0.55,0.56,256102.0,0.0,20.0,0.0,8.0,0.0,2.0,0.0,0.0,0.0
Argentina,2021-01-20,ARG,0.04,0.56,0.6,275522.0,0.0,20.0,0.0,8.0,0.0,2.0,0.0,0.0,0.0
Argentina,2021-01-21,ARG,0.06,0.57,0.64,289629.0,0.0,22.0,0.0,13.0,0.0,2.0,0.0,0.0,0.0
Argentina,2021-01-22,ARG,0.07,0.58,0.66,298839.0,0.0,23.0,0.0,16.0,0.0,2.0,0.0,0.0,0.0
Argentina,2021-01-23,ARG,0.08,0.59,0.66,302778.0,0.0,23.0,0.0,21.0,0.0,2.0,0.0,0.0,0.0
Argentina,2021-01-24,ARG,0.08,0.59,0.66,303080.0,0.0,23.0,0.0,22.0,0.0,2.0,0.0,0.0,0.0
Argentina,2021-01-25,ARG,0.09,0.6,0.7,317281.0,0.0,23.0,0.0,30.0,0.0,2.0,0.0,0.0,0.0
Argentina,2021-01-26,ARG,0.11,0.61,0.72,330047.0,0.0,24.0,0.0,68.0,0.0,2.0,0.0,0.0,0.0
Argentina,2021-01-27,ARG,0.12,0.62,0.75,340149.0,0.0,24.0,0.0,70.0,0.0,2.0,0.0,0.0,0.0
Argentina,2021-01-28,ARG,0.16,0.63,0.78,356199.0,0.0,24.0,0.0,70.0,0.0,2.0,0.0,0.0,0.0
Argentina,2021-01-29,ARG,0.2,0.63,0.83,379691.0,0.0,24.0,0.0,71.0,0.0,2.0,0.0,0.0,0.0
Argentina,2021-01-30,ARG,0.22,0.63,0.85,389003.0,0.0,24.0,0.0,71.0,0.0,2.0,0.0,0.0,0.0
Argentina,2021-01-31,ARG,0.22,0.63,0.85,389626.0,0.0,25.0,0.0,71.0,0.0,2.0,0.0,0.0,0.0
Argentina,2021-02-01,ARG,0.26,0.63,0.9,409129.0,0.0,25.0,0.0,89.0,0.0,2.0,0.0,0.0,0.0
Argentina,2021-02-02,ARG,0.3,0.65,0.95,432967.0,0.0,25.0,0.0,122.0,0.0,2.0,0.0,0.0,0.0
Argentina,2021-02-03,ARG,0.34,0.67,1.01,459564.0,0.0,28.0,0.0,130.0,0.0,2.0,0.0,0.0,0.0
Argentina,2021-02-04,ARG,0.38,0.69,1.07,487649.0,0.0,51.0,0.0,135.0,0.0,2.0,0.0,0.0,0.0
Argentina,2021-02-05,ARG,0.42,0.72,1.14,520656.0,0.0,58.0,0.0,140.0,0.0,2.0,0.0,0.0,3.0
Argentina,2021-02-06,ARG,0.44,0.73,1.17,531576.0,0.0,62.0,0.0,140.0,0.0,2.0,0.0,0.0,3.0
Argentina,2021-02-07,ARG,0.44,0.73,1.17,532955.0,0.0,66.0,0.0,140.0,0.0,2.0,0.0,0.0,3.0
Argentina,2021-02-08,ARG,0.45,0.77,1.22,556368.0,0.0,67.0,0.0,142.0,0.0,2.0,0.0,0.0,3.0
Argentina,2021-02-09,ARG,0.47,0.8,1.26,576556.0,0.0,73.0,0.0,144.0,0.0,2.0,0.0,0.0,3.0
Argentina,2021-02-10,ARG,0.48,0.82,1.3,592167.0,0.0,78.0,0.0,147.0,0.0,2.0,0.0,0.0,3.0
Argentina,2021-02-11,ARG,0.51,0.83,1.34,610007.0,0.0,84.0,0.0,150.0,0.0,2.0,0.0,0.0,3.0
Argentina,2021-02-12,ARG,0.53,0.84,1.37,625833.0,0.0,85.0,0.0,151.0,0.0,2.0,0.0,0.0,3.0
Argentina,2021-02-13,ARG,0.54,0.84,1.38,628866.0,0.0,87.0,0.0,153.0,0.0,2.0,0.0,0.0,3.0
Argentina,2021-02-14,ARG,0.54,0.84,1.38,629016.0,0.0,89.0,0.0,153.0,0.0,2.0,0.0,0.0,3.0
Argentina,2021-02-15,ARG,0.54,0.85,1.38,630329.0,0.0,91.0,0.0,153.0,0.0,2.0,0.0,0.0,3.0
Argentina,2021-02-16,ARG,0.54,0.85,1.39,631626.0,0.0,93.0,0.0,165.0,0.0,2.0,0.0,0.0,3.0
Argentina,2021-02-17,ARG,0.55,0.89,1.44,655999.0,0.0,96.0,0.0,176.0,0.0,2.0,0.0,0.0,3.0
Argentina,2021-02-18,ARG,0.57,1.01,1.58,719771.0,0.0,100.0,0.0,207.0,0.0,2.0,0.0,0.0,3.0
Argentina,2021-02-19,ARG,0.59,1.14,1.73,787456.0,0.0,100.0,0.0,389.0,0.0,2.0,0.0,0.0,3.0
Argentina,2021-02-20,ARG,0.59,1.21,1.8,819921.0,0.0,101.0,0.0,537.0,0.0,2.0,0.0,0.0,3.0
Argentina,2021-02-21,ARG,0.59,1.25,1.84,839697.0,0.0,101.0,0.0,935.0,0.0,2.0,0.0,0.0,3.0
Argentina,2021-02-22,ARG,0.6,1.39,1.99,884657.0,0.0,101.0,0.0,23510.0,0.0,2.0,0.0,0.0,3.0
Argentina,2021-02-23,ARG,0.61,1.58,2.18,921408.0,0.0,103.0,0.0,73679.0,0.0,2.0,0.0,0.0,3.0
Argentina,2021-02-24,ARG,0.62,1.77,2.39,953134.0,0.0,106.0,0.0,135717.0,0.0,2.0,0.0,0.0,3.0
Argentina,2021-02-25,ARG,0.65,1.92,2.56,979424.0,0.0,110.0,0.0,188836.0,0.0,2.0,0.0,0.0,3.0
Argentina,2021-02-26,ARG,0.67,2.07,2.74,1005040.0,0.0,119.0,0.0,244861.0,0.0,2.0,0.0,0.0,3.0
Argentina,2021-02-27,ARG,0.67,2.11,2.78,1009594.0,0.0,120.0,0.0,258184.0,0.0,2.0,0.0,0.0,3.0
Argentina,2021-02-28,ARG,0.67,2.12,2.79,1010370.0,0.0,121.0,0.0,263527.0,0.0,2.0,0.0,0.0,3.0
Argentina,2021-03-01,ARG,0.69,2.27,2.96,1030908.0,0.0,823.0,0.0,316821.0,0.0,2.0,0.0,0.0,3.0
Argentina,2021-03-02,ARG,0.71,2.42,3.12,1049929.0,0.0,5775.0,0.0,368429.0,0.0,2.0,0.0,0.0,3.0
Argentina,2021-03-03,ARG,0.72,2.56,3.28,1067596.0,0.0,23601.0,0.0,404366.0,0.0,2.0,0.0,0.0,3.0
Argentina,2021-03-04,ARG,0.75,2.77,3.53,1089649.0,0.0,87899.0,0.0,430061.0,0.0,2.0,0.0,0.0,3.0
Argentina,2021-03-05,ARG,0.78,2.99,3.77,1110584.0,0.0,154403.0,0.0,454341.0,0.0,2.0,0.0,0.0,3.0
Argentina,2021-03-06,ARG,0.79,3.1,3.89,1115182.0,0.0,196825.0,0.0,462250.0,0.0,2.0,0.0,0.0,3.0
Argentina,2021-03-07,ARG,0.79,3.13,3.92,1115559.0,0.0,203265.0,0.0,467234.0,0.0,2.0,0.0,0.0,3.0
Argentina,2021-03-08,ARG,0.79,3.35,4.14,1133531.0,0.0,256191.0,1.0,498797.0,0.0,2.0,0.0,0.0,3.0
Argentina,2021-03-09,ARG,0.8,3.6,4.39,1169871.0,0.0,319299.0,1.0,515123.0,0.0,2.0,0.0,0.0,3.0
Argentina,2021-03-10,ARG,0.81,3.94,4.75,1223016.0,0.0,418012.0,1.0,527198.0,0.0,2.0,0.0,0.0,3.0
Argentina,2021-03-11,ARG,0.89,4.28,5.16,1315000.0,0.0,502877.0,1.0,537131.0,0.0,2.0,0.0,0.0,3.0
Argentina,2021-03-12,ARG,0.98,4.54,5.52,1407959.0,0.0,564007.0,1.0,544648.0,0.0,2.0,0.0,0.0,3.0
Argentina,2021-03-13,ARG,1.04,4.58,5.62,1440857.0,0.0,574509.0,1.0,547621.0,0.0,2.0,0.0,0.0,3.0
Argentina,2021-03-14,ARG,1.04,4.6,5.64,1443321.0,0.0,581164.0,1.0,547670.0,0.0,2.0,0.0,0.0,3.0
Argentina,2021-03-15,ARG,1.11,4.84,5.94,1533852.0,0.0,621768.0,1.0,554085.0,0.0,2.0,0.0,0.0,3.0
Argentina,2021-03-16,ARG,1.15,5.08,6.23,1629754.0,0.0,656429.0,1.0,557201.0,0.0,2.0,0.0,0.0,3.0
Argentina,2021-03-17,ARG,1.19,5.35,6.54,1743617.0,0.0,679387.0,1.0,559905.0,0.0,2.0,0.0,0.0,3.0
Argentina,2021-03-18,ARG,1.29,5.56,6.85,1858704.0,0.0,701526.0,1.0,561589.0,0.0,2.0,0.0,0.0,3.0
Argentina,2021-03-19,ARG,1.37,5.75,7.12,1959408.0,0.0,725122.0,2.0,563430.0,0.0,2.0,0.0,0.0,3.0
Argentina,2021-03-20,ARG,1.4,5.84,7.23,2005991.0,0.0,729059.0,2.0,563767.0,0.0,2.0,0.0,0.0,3.0
Argentina,2021-03-21,ARG,1.4,5.88,7.28,2025244.0,0.0,729408.0,2.0,563789.0,0.0,2.0,0.0,0.0,3.0
Argentina,2021-03-22,ARG,1.43,6.03,7.46,2089411.0,0.0,746793.0,2.0,565252.0,0.0,2.0,0.0,0.0,3.0
Argentina,2021-03-23,ARG,1.45,6.24,7.69,2177600.0,0.0,760339.0,2.0,569940.0,0.0,2.0,0.0,0.0,3.0
Argentina,2021-03-24,ARG,1.46,6.32,7.77,2210640.0,0.0,763475.0,2.0,571216.0,0.0,2.0,0.0,0.0,3.0
Argentina,2021-03-25,ARG,1.49,6.51,8.0,2301558.0,0.0,774370.0,2.0,572564.0,0.0,2.0,0.0,0.0,3.0
Argentina,2021-03-26,ARG,1.51,6.69,8.21,2383288.0,0.0,783534.0,2.0,575204.0,0.0,2.0,0.0,0.0,3.0
Argentina,2021-03-27,ARG,1.52,6.8,8.33,2435164.0,0.0,785838.0,2.0,576091.0,0.0,2.0,0.0,0.0,3.0
Argentina,2021-03-28,ARG,1.52,6.85,8.37,2454605.0,0.0,786314.0,2.0,576984.0,0.0,2.0,0.0,0.0,3.0
Argentina,2021-03-29,ARG,1.53,7.1,8.64,2559688.0,0.0,797817.0,3.0,580558.0,0.0,2.0,0.0,0.0,3.0
Argentina,2021-03-30,ARG,1.54,7.45,8.99,2709297.0,0.0,808319.0,3.0,583420.0,0.0,2.0,0.0,0.0,3.0
Argentina,2021-03-31,ARG,1.55,7.82,9.38,2852266.0,0.0,820316.0,3.0,603350.0,0.0,2.0,0.0,0.0,3.0
Argentina,2021-04-01,ARG,1.56,8.07,9.63,2940071.0,0.0,824077.0,3.0,628906.0,0.0,2.0,0.0,0.0,3.0
Argentina,2021-04-02,ARG,1.56,8.22,9.78,2993077.0,0.0,826393.0,3.0,641722.0,0.0,2.0,0.0,0.0,3.0
Argentina,2021-04-03,ARG,1.56,8.38,9.95,3047816.0,0.0,827494.0,3.0,660365.0,0.0,2.0,0.0,0.0,3.0
Argentina,2021-04-04,ARG,1.56,8.49,10.05,3080238.0,0.0,829152.0,3.0,674751.0,0.0,3.0,0.0,0.0,3.0
Argentina,2021-04-05,ARG,1.58,8.83,10.42,3183254.0,0.0,858270.0,3.0,708565.0,0.0,3.0,0.0,0.0,3.0
Argentina,2021-04-06,ARG,1.6,9.24,10.84,3275628.0,0.0,933397.0,3.0,734996.0,0.0,3.0,0.0,0.0,3.0
Argentina,2021-04-07,ARG,1.62,9.75,11.36,3365425.0,0.0,1051677.0,3.0,765212.0,0.0,3.0,0.0,0.0,3.0
Argentina,2021-04-08,ARG,1.63,10.25,11.88,3446976.0,0.0,1181911.0,4.0,789287.0,0.0,3.0,0.0,0.0,3.0
Argentina,2021-04-09,ARG,1.65,10.75,12.41,3521447.0,0.0,1329450.0,4.0,807618.0,0.0,3.0,0.0,0.0,3.0
Argentina,2021-04-10,ARG,1.66,10.95,12.61,3555576.0,0.0,1383431.0,4.0,812431.0,0.0,3.0,0.0,0.0,3.0
Argentina,2021-04-11,ARG,1.67,11.05,12.72,3570164.0,0.0,1416282.0,4.0,813297.0,0.0,3.0,0.0,0.0,3.0
Argentina,2021-04-12,ARG,1.69,11.43,13.12,3646718.0,0.0,1511610.0,4.0,823183.0,0.0,3.0,0.0,0.0,3.0
Argentina,2021-04-13,ARG,1.74,11.78,13.52,3741951.0,0.0,1594021.0,4.0,831511.0,0.0,4.0,0.0,0.0,3.0
Argentina,2021-04-14,ARG,1.77,12.13,13.9,3839798.0,0.0,1661351.0,4.0,837942.0,0.0,4.0,0.0,0.0,3.0
Argentina,2021-04-15,ARG,1.82,12.41,14.23,3935497.0,0.0,1712489.0,4.0,842122.0,0.0,4.0,0.0,0.0,3.0
Argentina,2021-04-16,ARG,1.84,12.67,14.5,4009800.0,0.0,1758562.0,4.0,845404.0,0.0,4.0,0.0,0.0,3.0
Argentina,2021-04-17,ARG,1.85,12.75,14.6,4038508.0,0.0,1774666.0,4.0,846289.0,0.0,4.0,0.0,0.0,3.0
Argentina,2021-04-18,ARG,1.85,12.8,14.65,4054872.0,0.0,1776927.0,4.0,847565.0,0.0,4.0,0.0,0.0,3.0
Argentina,2021-04-19,ARG,1.88,12.96,14.84,4104987.0,0.0,1801870.0,5.0,862952.0,0.0,4.0,0.0,0.0,3.0
Argentina,2021-04-20,ARG,1.91,13.2,15.11,4151119.0,0.0,1825885.0,5.0,915459.0,0.0,4.0,0.0,0.0,3.0
Argentina,2021-04-21,ARG,1.95,13.55,15.49,4183585.0,0.0,1847077.0,5.0,1035692.0,0.0,4.0,0.0,0.0,4.0
Argentina,2021-04-22,ARG,1.98,13.91,15.88,4228893.0,0.0,1862605.0,5.0,1152947.0,0.0,4.0,0.0,0.0,6.0
Argentina,2021-04-23,ARG,2.0,14.31,16.31,4291018.0,0.0,1876691.0,5.0,1271229.0,0.0,4.0,0.0,0.0,6.0
Argentina,2021-04-24,ARG,2.01,14.51,16.51,4327803.0,0.0,1878260.0,5.0,1325078.0,0.0,4.0,0.0,0.0,6.0
Argentina,2021-04-25,ARG,2.01,14.61,16.62,4344280.0,0.0,1878633.0,5.0,1357532.0,0.0,4.0,0.0,0.0,6.0
Argentina,2021-04-26,ARG,2.02,14.98,17.0,4435708.0,0.0,1886192.0,5.0,1430598.0,0.0,4.0,0.0,0.0,6.0
Argentina,2021-04-27,ARG,2.03,15.3,17.34,4522952.0,0.0,1893537.0,5.0,1489673.0,0.0,4.0,0.0,0.0,6.0
Argentina,2021-04-28,ARG,2.08,15.6,17.68,4601862.0,0.0,1921474.0,5.0,1541765.0,0.0,4.0,0.0,0.0,6.0
Argentina,2021-04-29,ARG,2.16,15.87,18.03,4679242.0,0.0,1961580.0,5.0,1580453.0,0.0,4.0,0.0,0.0,6.0
Argentina,2021-04-30,ARG,2.23,16.05,18.28,4727477.0,0.0,1997714.0,5.0,1610966.0,0.0,4.0,0.0,0.0,6.0
Argentina,2021-05-01,ARG,2.24,16.09,18.32,4738810.0,0.0,2001420.0,5.0,1616218.0,0.0,4.0,0.0,0.0,6.0
Argentina,2021-05-02,ARG,2.27,16.14,18.41,4758259.0,0.0,2015544.0,5.0,1622804.0,0.0,4.0,0.0,0.0,6.0
Argentina,2021-05-03,ARG,2.44,16.36,18.79,4835367.0,0.0,2089460.0,6.0,1646398.0,0.0,4.0,0.0,0.0,6.0
Argentina,2021-05-04,ARG,2.65,16.66,19.3,4949688.0,0.0,2183523.0,6.0,1669982.0,0.0,4.0,0.0,0.0,6.0
Argentina,2021-05-05,ARG,2.82,17.02,19.84,5091163.0,0.0,2262018.0,6.0,1694847.0,0.0,4.0,0.0,0.0,6.0
Argentina,2021-05-06,ARG,2.96,17.32,20.28,5211534.0,0.0,2326544.0,6.0,1712664.0,0.0,4.0,0.0,0.0,6.0
Argentina,2021-05-07,ARG,3.17,17.56,20.73,5306814.0,0.0,2422580.0,6.0,1726608.0,0.0,4.0,0.0,0.0,7.0
Argentina,2021-05-08,ARG,3.26,17.63,20.9,5335412.0,0.0,2464187.0,6.0,1730663.0,0.0,4.0,0.0,0.0,7.0
Argentina,2021-05-09,ARG,3.27,17.67,20.94,5348871.0,0.0,2467680.0,6.0,1732397.0,0.0,4.0,0.0,0.0,7.0
Argentina,2021-05-10,ARG,3.41,17.84,21.25,5416460.0,0.0,2531777.0,6.0,1742291.0,0.0,4.0,0.0,0.0,7.0
Argentina,2021-05-11,ARG,3.55,18.0,21.56,5483796.0,0.0,2596548.0,7.0,1750543.0,0.0,5.0,0.0,0.0,7.0
Argentina,2021-05-12,ARG,3.87,18.12,21.99,5536286.0,0.0,2735844.0,7.0,1756319.0,0.0,6.0,0.0,0.0,7.0
Argentina,2021-05-13,ARG,4.21,18.2,22.41,5574026.0,0.0,2884477.0,7.0,1762001.0,0.0,6.0,0.0,0.0,7.0
Argentina,2021-05-14,ARG,4.55,18.29,22.84,5612988.0,0.0,3032732.0,7.0,1771182.0,0.0,6.0,0.0,0.0,7.0
Argentina,2021-05-15,ARG,4.66,18.39,23.05,5654585.0,0.0,3083161.0,7.0,1774250.0,0.0,6.0,0.0,0.0,7.0
Argentina,2021-05-16,ARG,4.76,18.44,23.2,5677394.0,0.0,3126469.0,7.0,1775721.0,0.0,6.0,0.0,0.0,7.0
Argentina,2021-05-17,ARG,4.97,18.64,23.61,5761300.0,0.0,3222147.0,7.0,1783017.0,0.0,6.0,0.0,0.0,7.0
Argentina,2021-05-18,ARG,5.07,18.98,24.04,5904685.0,0.0,3267064.0,7.0,1792790.0,0.0,6.0,0.0,0.0,7.0
Argentina,2021-05-19,ARG,5.15,19.26,24.41,6031683.0,0.0,3300353.0,8.0,1800122.0,0.0,6.0,0.0,0.0,7.0
Argentina,2021-05-20,ARG,5.24,19.57,24.81,6168436.0,0.0,3335566.0,8.0,1810604.0,0.0,6.0,0.0,0.0,7.0
Argentina,2021-05-21,ARG,5.43,19.77,25.2,6258267.0,0.0,3413720.0,8.0,1819779.0,0.0,6.0,0.0,0.0,7.0
Argentina,2021-05-22,ARG,5.52,19.9,25.42,6313189.0,0.0,3457692.0,8.0,1821300.0,0.0,6.0,0.0,0.0,7.0
Argentina,2021-05-23,ARG,5.57,19.95,25.52,6335149.0,0.0,3480569.0,8.0,1821711.0,0.0,6.0,0.0,0.0,7.0
Argentina,2021-05-24,ARG,5.62,20.1,25.71,6402839.0,0.0,3500043.0,9.0,1822882.0,0.0,6.0,0.0,0.0,7.0
Argentina,2021-05-25,ARG,5.67,20.18,25.85,6440987.0,0.0,3503218.0,9.0,1844948.0,0.0,6.0,0.0,0.0,7.0
Argentina,2021-05-26,ARG,5.81,20.37,26.19,6533648.0,0.0,3536737.0,9.0,1871731.0,0.0,6.0,0.0,0.0,7.0
Argentina,2021-05-27,ARG,5.99,20.56,26.56,6624339.0,0.0,3569945.0,9.0,1917119.0,0.0,6.0,0.0,0.0,7.0
Argentina,2021-05-28,ARG,6.26,20.84,27.1,6749142.0,0.0,3598786.0,9.0,2009367.0,0.0,6.0,0.0,0.0,7.0
Argentina,2021-05-29,ARG,6.39,21.2,27.59,6856794.0,0.0,3608679.0,9.0,2119226.0,0.0,6.0,0.0,0.0,7.0
Argentina,2021-05-30,ARG,6.43,21.45,27.88,6924888.0,0.0,3610294.0,9.0,2178326.0,0.0,6.0,0.0,0.0,7.0
Argentina,2021-05-31,ARG,6.57,21.97,28.53,7079777.0,0.0,3627182.0,9.0,2305419.0,0.0,6.0,0.0,0.0,7.0
Argentina,2021-06-01,ARG,6.68,22.54,29.22,7232008.0,0.0,3640709.0,9.0,2454385.0,0.0,6.0,0.0,0.0,7.0
Argentina,2021-06-02,ARG,6.79,23.11,29.9,7364631.0,0.0,3653828.0,9.0,2617796.0,0.0,6.0,0.0,0.0,8.0
Argentina,2021-06-03,ARG,6.87,23.8,30.67,7479145.0,0.0,3666003.0,9.0,2840560.0,0.0,6.0,0.0,0.0,8.0
Argentina,2021-06-04,ARG,6.97,24.59,31.56,7566379.0,0.0,3681825.0,9.0,3145445.0,0.0,6.0,0.0,0.0,8.0
Argentina,2021-06-05,ARG,7.01,25.27,32.28,7610772.0,0.0,3686494.0,9.0,3423091.0,0.0,6.0,0.0,0.0,8.0
Argentina,2021-06-06,ARG,7.04,25.71,32.75,7638208.0,0.0,3688524.0,9.0,3610886.0,0.0,6.0,0.0,0.0,8.0
Argentina,2021-06-07,ARG,7.14,26.38,33.53,7702556.0,0.0,3697855.0,9.0,3890170.0,0.0,6.0,0.0,0.0,8.0
Argentina,2021-06-08,ARG,7.22,27.12,34.34,7786898.0,0.0,3705928.0,9.0,4167486.0,0.0,6.0,0.0,0.0,8.0
Argentina,2021-06-09,ARG,7.27,27.88,35.15,7893392.0,0.0,3712707.0,9.0,4426417.0,0.0,7.0,0.0,0.0,8.0
Argentina,2021-06-10,ARG,7.31,28.58,35.89,7998456.0,0.0,3718722.0,9.0,4650201.0,0.0,7.0,0.0,0.0,8.0
Argentina,2021-06-11,ARG,7.41,29.28,36.69,8170282.0,0.0,3729433.0,9.0,4834280.0,0.0,7.0,0.0,0.0,8.0
Argentina,2021-06-12,ARG,7.59,29.51,37.1,8277249.0,0.0,3741500.0,9.0,4900233.0,0.0,7.0,0.0,0.0,8.0
Argentina,2021-06-13,ARG,7.68,29.6,37.28,8313424.0,0.0,3743320.0,9.0,4944874.0,0.0,7.0,0.0,0.0,8.0
Argentina,2021-06-14,ARG,7.87,29.93,37.8,8413878.0,0.0,3753927.0,9.0,5071644.0,0.0,7.0,0.0,0.0,8.0
Argentina,2021-06-15,ARG,8.05,30.31,38.37,8536491.0,0.0,3759691.0,9.0,5200824.0,0.0,7.0,0.0,0.0,8.0
Argentina,2021-06-16,ARG,8.21,30.78,38.99,8633036.0,0.0,3764470.0,9.0,5386184.0,0.0,7.0,0.0,0.0,8.0
Argentina,2021-06-17,ARG,8.35,31.33,39.68,8711966.0,0.0,3770787.0,9.0,5615182.0,0.0,7.0,0.0,0.0,8.0
Argentina,2021-06-18,ARG,8.45,32.1,40.56,8780599.0,0.0,3776659.0,11.0,5939658.0,0.0,8.0,0.0,0.0,8.0
Argentina,2021-06-19,ARG,8.5,32.57,41.07,8824091.0,0.0,3779223.0,11.0,6126103.0,0.0,8.0,0.0,0.0,8.0
Argentina,2021-06-20,ARG,8.51,32.78,41.29,8845053.0,0.0,3779508.0,11.0,6204046.0,0.0,8.0,0.0,0.0,8.0
Argentina,2021-06-21,ARG,8.56,33.1,41.66,8875154.0,0.0,3780790.0,11.0,6342272.0,0.0,8.0,0.0,0.0,8.0
Argentina,2021-06-22,ARG,8.64,33.64,42.29,8929582.0,0.0,3786718.0,12.0,6569450.0,0.0,8.0,0.0,0.0,8.0
Argentina,2021-06-23,ARG,8.71,34.16,42.86,8974526.0,0.0,3811040.0,12.0,6763111.0,0.0,8.0,0.0,0.0,8.0
Argentina,2021-06-24,ARG,8.78,34.75,43.53,9030759.0,0.0,3884153.0,12.0,6938127.0,0.0,8.0,0.0,0.0,8.0
Argentina,2021-06-25,ARG,8.94,35.42,44.36,9078070.0,0.0,3993933.0,12.0,7157490.0,0.0,8.0,0.0,0.0,9.0
Argentina,2021-06-26,ARG,9.11,35.94,45.05,9109329.0,0.0,4085572.0,12.0,7350567.0,0.0,8.0,0.0,0.0,9.0
Argentina,2021-06-27,ARG,9.15,36.28,45.44,9128478.0,0.0,4143383.0,12.0,7449734.0,0.0,8.0,0.0,0.0,9.0
Argentina,2021-06-28,ARG,9.27,36.99,46.25,9156305.0,0.0,4322724.0,12.0,7615417.0,0.0,8.0,0.0,0.0,9.0
Argentina,2021-06-29,ARG,9.37,37.7,47.07,9180349.0,0.0,4495473.0,12.0,7792879.0,0.0,8.0,0.0,0.0,9.0
Argentina,2021-06-30,ARG,9.45,38.45,47.9,9198020.0,0.0,4646036.0,12.0,8000163.0,0.0,8.0,0.0,0.0,9.0
Argentina,2021-07-01,ARG,9.71,39.14,48.84,9213792.0,0.0,4748939.0,12.0,8313207.0,0.0,8.0,0.0,0.0,9.0
Argentina,2021-07-02,ARG,9.89,39.86,49.76,9248989.0,0.0,4861804.0,12.0,8580570.0,0.0,8.0,0.0,0.0,10.0
Argentina,2021-07-03,ARG,10.08,40.42,50.49,9348516.0,0.0,4934957.0,12.0,8744371.0,0.0,8.0,0.0,0.0,10.0
Argentina,2021-07-04,ARG,10.13,40.8,50.92,9371797.0,0.0,4992107.0,12.0,8860303.0,0.0,8.0,0.0,0.0,10.0
Argentina,2021-07-05,ARG,10.51,41.32,51.82,9461351.0,0.0,5052123.0,12.0,9120344.0,0.0,8.0,0.0,0.0,10.0
Argentina,2021-07-06,ARG,10.82,41.92,52.74,9579645.0,0.0,5113884.0,12.0,9356956.0,0.0,8.0,0.0,0.0,10.0
Argentina,2021-07-07,ARG,11.07,42.55,53.62,9710134.0,0.0,5160752.0,12.0,9583478.0,0.0,8.0,0.0,0.0,10.0
