iso_code,continent,location,date,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million
CAN,North America,Canada,2021-01-12,888.0,23.092,4920.0,127.944
CAN,North America,Canada,2021-01-13,903.0,23.482,4928.0,128.15200000000002
CAN,North America,Canada,2021-01-14,894.0,23.248,4871.0,126.67
CAN,North America,Canada,2021-01-15,889.0,23.118000000000002,4778.0,124.251
CAN,North America,Canada,2021-01-16,881.0,22.91,4719.0,122.71700000000001
CAN,North America,Canada,2021-01-17,878.0,22.831999999999997,4779.0,124.277
CAN,North America,Canada,2021-01-18,873.0,22.701999999999998,4747.0,123.445
CAN,North America,Canada,2021-01-19,876.0,22.78,4633.0,120.48100000000001
CAN,North America,Canada,2021-01-20,860.0,22.364,4564.0,118.686
CAN,North America,Canada,2021-01-21,849.0,22.078000000000003,4472.0,116.294
CAN,North America,Canada,2021-01-22,876.0,22.78,4403.0,114.499
CAN,North America,Canada,2021-01-23,873.0,22.701999999999998,4272.0,111.09299999999999
CAN,North America,Canada,2021-01-24,873.0,22.701999999999998,4286.0,111.45700000000001
CAN,North America,Canada,2021-01-25,850.0,22.104,4204.0,109.324
CAN,North America,Canada,2021-01-26,855.0,22.234,4080.0,106.1
CAN,North America,Canada,2021-01-27,833.0,21.662,3999.0,103.993
CAN,North America,Canada,2021-01-28,843.0,21.921999999999997,3931.0,102.225
CAN,North America,Canada,2021-01-29,812.0,21.116,3737.0,97.18
CAN,North America,Canada,2021-01-30,806.0,20.96,3702.0,96.27
CAN,North America,Canada,2021-01-31,799.0,20.778000000000002,3682.0,95.75
CAN,North America,Canada,2021-02-01,771.0,20.05,3506.0,91.17299999999999
CAN,North America,Canada,2021-02-02,759.0,19.738,3564.0,92.681
CAN,North America,Canada,2021-02-03,736.0,19.14,3432.0,89.249
CAN,North America,Canada,2021-02-04,727.0,18.906,3316.0,86.23200000000001
CAN,North America,Canada,2021-02-05,709.0,18.437,3182.0,82.74799999999999
CAN,North America,Canada,2021-02-06,717.0,18.645,3120.0,81.135
CAN,North America,Canada,2021-02-07,712.0,18.515,3157.0,82.09700000000001
CAN,North America,Canada,2021-02-08,678.0,17.631,3048.0,79.263
CAN,North America,Canada,2021-02-09,668.0,17.371,2969.0,77.208
CAN,North America,Canada,2021-02-10,644.0,16.747,2814.0,73.178
CAN,North America,Canada,2021-02-11,623.0,16.201,2707.0,70.395
CAN,North America,Canada,2021-02-12,614.0,15.967,2621.0,68.15899999999999
CAN,North America,Canada,2021-02-13,601.0,15.629000000000001,2605.0,67.743
CAN,North America,Canada,2021-02-14,606.0,15.759,2603.0,67.691
CAN,North America,Canada,2021-02-15,598.0,15.550999999999998,2520.0,65.532
CAN,North America,Canada,2021-02-16,606.0,15.759,2565.0,66.703
CAN,North America,Canada,2021-02-17,576.0,14.979000000000001,2467.0,64.154
CAN,North America,Canada,2021-02-18,562.0,14.615,2445.0,63.582
CAN,North America,Canada,2021-02-19,543.0,14.120999999999999,2374.0,61.736000000000004
CAN,North America,Canada,2021-02-20,563.0,14.640999999999998,2349.0,61.085
CAN,North America,Canada,2021-02-21,566.0,14.719000000000001,2412.0,62.724
CAN,North America,Canada,2021-02-22,567.0,14.745,2361.0,61.398
CAN,North America,Canada,2021-02-23,587.0,15.265,2356.0,61.266999999999996
CAN,North America,Canada,2021-02-24,573.0,14.901,2288.0,59.498999999999995
CAN,North America,Canada,2021-02-25,570.0,14.823,2260.0,58.771
CAN,North America,Canada,2021-02-26,554.0,14.407,2191.0,56.977
CAN,North America,Canada,2021-02-27,569.0,14.797,2203.0,57.288999999999994
CAN,North America,Canada,2021-02-28,564.0,14.667,2209.0,57.445
CAN,North America,Canada,2021-03-01,577.0,15.005,2185.0,56.821000000000005
CAN,North America,Canada,2021-03-02,560.0,14.562999999999999,2152.0,55.961999999999996
CAN,North America,Canada,2021-03-03,558.0,14.511,2151.0,55.93600000000001
CAN,North America,Canada,2021-03-04,547.0,14.225,2113.0,54.948
CAN,North America,Canada,2021-03-05,542.0,14.095,2098.0,54.558
CAN,North America,Canada,2021-03-06,534.0,13.887,2097.0,54.532
CAN,North America,Canada,2021-03-07,544.0,14.147,2140.0,55.65
CAN,North America,Canada,2021-03-08,554.0,14.407,2075.0,53.96
CAN,North America,Canada,2021-03-09,551.0,14.329,2140.0,55.65
CAN,North America,Canada,2021-03-10,546.0,14.199000000000002,2102.0,54.662
CAN,North America,Canada,2021-03-11,546.0,14.199000000000002,2117.0,55.052
CAN,North America,Canada,2021-03-12,537.0,13.965,2093.0,54.428000000000004
CAN,North America,Canada,2021-03-13,540.0,14.043,2134.0,55.494
CAN,North America,Canada,2021-03-14,562.0,14.615,2213.0,57.549
CAN,North America,Canada,2021-03-15,555.0,14.433,2184.0,56.795
CAN,North America,Canada,2021-03-16,590.0,15.343,2192.0,57.003
CAN,North America,Canada,2021-03-17,584.0,15.187000000000001,2221.0,57.757
CAN,North America,Canada,2021-03-18,588.0,15.290999999999999,2231.0,58.016999999999996
CAN,North America,Canada,2021-03-19,580.0,15.083,2261.0,58.797
CAN,North America,Canada,2021-03-20,584.0,15.187000000000001,2300.0,59.81100000000001
CAN,North America,Canada,2021-03-21,591.0,15.369000000000002,2313.0,60.148999999999994
CAN,North America,Canada,2021-03-22,622.0,16.175,2412.0,62.724
CAN,North America,Canada,2021-03-23,638.0,16.590999999999998,2415.0,62.802
CAN,North America,Canada,2021-03-24,639.0,16.617,2418.0,62.88
CAN,North America,Canada,2021-03-25,665.0,17.293,2497.0,64.934
CAN,North America,Canada,2021-03-26,675.0,17.553,2482.0,64.544
CAN,North America,Canada,2021-03-27,675.0,17.553,2514.0,65.376
CAN,North America,Canada,2021-03-28,693.0,18.021,2584.0,67.197
CAN,North America,Canada,2021-03-29,705.0,18.333,2651.0,68.939
CAN,North America,Canada,2021-03-30,712.0,18.515,2655.0,69.043
CAN,North America,Canada,2021-03-31,717.0,18.645,2691.0,69.979
CAN,North America,Canada,2021-04-01,722.0,18.776,2706.0,70.369
CAN,North America,Canada,2021-04-02,754.0,19.608,2801.0,72.84
CAN,North America,Canada,2021-04-03,791.0,20.57,2879.0,74.868
CAN,North America,Canada,2021-04-04,819.0,21.298000000000002,2961.0,77.0
CAN,North America,Canada,2021-04-05,859.0,22.338,3089.0,80.329
CAN,North America,Canada,2021-04-06,856.0,22.26,3142.0,81.707
CAN,North America,Canada,2021-04-07,897.0,23.326,3205.0,83.346
CAN,North America,Canada,2021-04-08,919.0,23.898000000000003,3269.0,85.01
CAN,North America,Canada,2021-04-09,960.0,24.965,3373.0,87.714
CAN,North America,Canada,2021-04-10,996.0,25.901,3535.0,91.927
CAN,North America,Canada,2021-04-11,1014.0,26.369,3668.0,95.38600000000001
CAN,North America,Canada,2021-04-12,1028.0,26.733,3778.0,98.24600000000001
CAN,North America,Canada,2021-04-13,1045.0,27.175,3883.0,100.977
CAN,North America,Canada,2021-04-14,1070.0,27.825,3922.0,101.991
CAN,North America,Canada,2021-04-15,1125.0,29.255,4038.0,105.008
CAN,North America,Canada,2021-04-16,1154.0,30.01,4196.0,109.116
CAN,North America,Canada,2021-04-17,1186.0,30.842,4289.0,111.535
CAN,North America,Canada,2021-04-18,1216.0,31.622,4406.0,114.57700000000001
CAN,North America,Canada,2021-04-19,1215.0,31.596,4420.0,114.94200000000001
CAN,North America,Canada,2021-04-20,1261.0,32.792,4518.0,117.49
CAN,North America,Canada,2021-04-21,1293.0,33.624,4500.0,117.022
CAN,North America,Canada,2021-04-22,1308.0,34.014,4485.0,116.632
CAN,North America,Canada,2021-04-23,1334.0,34.691,4458.0,115.93
CAN,North America,Canada,2021-04-24,1342.0,34.899,4522.0,117.594
CAN,North America,Canada,2021-04-25,1367.0,35.549,4562.0,118.634
CAN,North America,Canada,2021-04-26,1365.0,35.497,4546.0,118.21799999999999
CAN,North America,Canada,2021-04-27,1363.0,35.445,4516.0,117.43799999999999
CAN,North America,Canada,2021-04-28,1380.0,35.887,4427.0,115.124
CAN,North America,Canada,2021-04-29,1381.0,35.913000000000004,4382.0,113.95299999999999
CAN,North America,Canada,2021-04-30,1386.0,36.043,4335.0,112.73100000000001
CAN,North America,Canada,2021-05-01,1387.0,36.069,4387.0,114.083
CAN,North America,Canada,2021-05-02,1381.0,35.913000000000004,4439.0,115.436
CAN,North America,Canada,2021-05-03,1384.0,35.991,4330.0,112.601
CAN,North America,Canada,2021-05-04,1375.0,35.757,4226.0,109.897
CAN,North America,Canada,2021-05-05,1346.0,35.003,4165.0,108.31
CAN,North America,Canada,2021-05-06,1320.0,34.326,4045.0,105.19
CAN,North America,Canada,2021-05-07,1310.0,34.066,3958.0,102.927
CAN,North America,Canada,2021-05-08,1300.0,33.806,3939.0,102.43299999999999
CAN,North America,Canada,2021-05-09,1287.0,33.468,3996.0,103.915
CAN,North America,Canada,2021-05-10,1281.0,33.312,3875.0,100.76899999999999
CAN,North America,Canada,2021-05-11,1259.0,32.74,3891.0,101.185
CAN,North America,Canada,2021-05-12,1262.0,32.818000000000005,3826.0,99.495
CAN,North America,Canada,2021-05-13,1268.0,32.974000000000004,3811.0,99.105
CAN,North America,Canada,2021-05-14,1269.0,33.0,3619.0,94.11200000000001
CAN,North America,Canada,2021-05-15,1278.0,33.234,3639.0,94.632
CAN,North America,Canada,2021-05-16,1268.0,32.974000000000004,3698.0,96.166
CAN,North America,Canada,2021-05-17,1247.0,32.428000000000004,3561.0,92.603
CAN,North America,Canada,2021-05-18,1195.0,31.076,3473.0,90.315
CAN,North America,Canada,2021-05-19,1163.0,30.244,3393.0,88.235
CAN,North America,Canada,2021-05-20,1140.0,29.646,3277.0,85.21799999999999
CAN,North America,Canada,2021-05-21,1116.0,29.021,3260.0,84.77600000000001
CAN,North America,Canada,2021-05-22,1088.0,28.293000000000003,3123.0,81.21300000000001
CAN,North America,Canada,2021-05-23,1079.0,28.059,3155.0,82.045
CAN,North America,Canada,2021-05-24,1073.0,27.903000000000002,3090.0,80.355
CAN,North America,Canada,2021-05-25,1060.0,27.565,3004.0,78.119
CAN,North America,Canada,2021-05-26,1028.0,26.733,2920.0,75.934
CAN,North America,Canada,2021-05-27,1000.0,26.005,2782.0,72.346
CAN,North America,Canada,2021-05-28,960.0,24.965,2637.0,68.575
CAN,North America,Canada,2021-05-29,940.0,24.445,2581.0,67.119
CAN,North America,Canada,2021-05-30,939.0,24.419,2527.0,65.714
CAN,North America,Canada,2021-05-31,896.0,23.3,2398.0,62.36
CAN,North America,Canada,2021-06-01,869.0,22.598000000000003,2351.0,61.137
CAN,North America,Canada,2021-06-02,810.0,21.064,2224.0,57.835
CAN,North America,Canada,2021-06-03,771.0,20.05,2099.0,54.583999999999996
CAN,North America,Canada,2021-06-04,743.0,19.322,2036.0,52.946000000000005
CAN,North America,Canada,2021-06-05,728.0,18.932000000000002,2025.0,52.66
CAN,North America,Canada,2021-06-06,710.0,18.463,1988.0,51.698
CAN,North America,Canada,2021-06-07,688.0,17.891,1931.0,50.215
CAN,North America,Canada,2021-06-08,674.0,17.527,1851.0,48.135
CAN,North America,Canada,2021-06-09,656.0,17.059,1785.0,46.419
CAN,North America,Canada,2021-06-10,640.0,16.643,1688.0,43.896
CAN,North America,Canada,2021-06-11,608.0,15.811,1614.0,41.972
CAN,North America,Canada,2021-06-12,609.0,15.837,1604.0,41.711999999999996
CAN,North America,Canada,2021-06-13,593.0,15.421,1568.0,40.775999999999996
CAN,North America,Canada,2021-06-14,563.0,14.640999999999998,1544.0,40.152
CAN,North America,Canada,2021-06-15,542.0,14.095,1472.0,38.279
CAN,North America,Canada,2021-06-16,514.0,13.367,1388.0,36.095
CAN,North America,Canada,2021-06-17,508.0,13.21,1324.0,34.43
CAN,North America,Canada,2021-06-18,491.0,12.767999999999999,1271.0,33.052
CAN,North America,Canada,2021-06-19,488.0,12.69,1237.0,32.168
CAN,North America,Canada,2021-06-20,478.0,12.43,1255.0,32.635999999999996
CAN,North America,Canada,2021-06-21,471.0,12.248,1167.0,30.348000000000003
CAN,North America,Canada,2021-06-22,460.0,11.962,1133.0,29.464000000000002
CAN,North America,Canada,2021-06-23,449.0,11.675999999999998,1087.0,28.267
CAN,North America,Canada,2021-06-24,420.0,10.922,1066.0,27.721
CAN,North America,Canada,2021-06-25,414.0,10.765999999999998,1021.0,26.551
CAN,North America,Canada,2021-06-26,410.0,10.662,1004.0,26.109
CAN,North America,Canada,2021-06-27,396.0,10.298,1001.0,26.031
CAN,North America,Canada,2021-06-28,377.0,9.804,980.0,25.485
CAN,North America,Canada,2021-06-29,374.0,9.726,936.0,24.340999999999998
CAN,North America,Canada,2021-06-30,360.0,9.362,898.0,23.351999999999997
CAN,North America,Canada,2021-07-01,349.0,9.076,852.0,22.156
CAN,North America,Canada,2021-07-02,333.0,8.66,830.0,21.584
CAN,North America,Canada,2021-07-03,314.0,8.166,812.0,21.116
CAN,North America,Canada,2021-07-04,309.0,8.036,810.0,21.064
CAN,North America,Canada,2021-07-05,302.0,7.853,800.0,20.804000000000002
CAN,North America,Canada,2021-07-06,288.0,7.489,790.0,20.544
CAN,North America,Canada,2021-07-07,279.0,7.255,780.0,20.284000000000002
CAN,North America,Canada,2021-07-08,275.0,7.151,723.0,18.802
CAN,North America,Canada,2021-07-09,272.0,7.0729999999999995,701.0,18.229
CAN,North America,Canada,2021-07-10,275.0,7.151,714.0,18.567
CAN,North America,Canada,2021-07-11,279.0,7.255,701.0,18.229
CAN,North America,Canada,2021-07-12,259.0,6.735,680.0,17.683
CAN,North America,Canada,2021-07-13,249.0,6.475,662.0,17.215
CAN,North America,Canada,2021-07-14,237.0,6.162999999999999,645.0,16.773
CAN,North America,Canada,2021-07-15,224.0,5.825,626.0,16.279
CAN,North America,Canada,2021-07-16,211.0,5.487,595.0,15.472999999999999
CAN,North America,Canada,2021-07-17,209.0,5.435,602.0,15.655
CAN,North America,Canada,2021-07-18,210.0,5.461,607.0,15.785
CAN,North America,Canada,2021-07-19,205.0,5.331,586.0,15.239
CAN,North America,Canada,2021-07-20,213.0,5.539,570.0,14.823
CAN,North America,Canada,2021-07-21,214.0,5.565,565.0,14.693
CAN,North America,Canada,2021-07-22,209.0,5.435,545.0,14.173
CAN,North America,Canada,2021-07-23,196.0,5.0969999999999995,511.0,13.288
CAN,North America,Canada,2021-07-24,188.0,4.888999999999999,509.0,13.235999999999999
CAN,North America,Canada,2021-07-25,191.0,4.967,528.0,13.731
CAN,North America,Canada,2021-07-26,189.0,4.915,514.0,13.367
CAN,North America,Canada,2021-07-27,185.0,4.811,494.0,12.845999999999998
CAN,North America,Canada,2021-07-28,188.0,4.888999999999999,499.0,12.975999999999999
CAN,North America,Canada,2021-07-29,183.0,4.7589999999999995,496.0,12.898
CAN,North America,Canada,2021-07-30,171.0,4.447,487.0,12.664000000000001
CAN,North America,Canada,2021-07-31,160.0,4.1610000000000005,475.0,12.352
CAN,North America,Canada,2021-08-01,162.0,4.213,482.0,12.534
CAN,North America,Canada,2021-08-02,168.0,4.369,487.0,12.664000000000001
CAN,North America,Canada,2021-08-03,170.0,4.421,497.0,12.924000000000001
CAN,North America,Canada,2021-08-04,176.0,4.577,517.0,13.445
CAN,North America,Canada,2021-08-05,173.0,4.499,545.0,14.173
CAN,North America,Canada,2021-08-06,177.0,4.603,516.0,13.419
CAN,North America,Canada,2021-08-07,175.0,4.551,529.0,13.757
CAN,North America,Canada,2021-08-08,172.0,4.473,514.0,13.367
CAN,North America,Canada,2021-08-09,179.0,4.655,548.0,14.251
CAN,North America,Canada,2021-08-10,187.0,4.863,567.0,14.745
CAN,North America,Canada,2021-08-11,207.0,5.382999999999999,593.0,15.421
CAN,North America,Canada,2021-08-12,204.0,5.305,619.0,16.097
CAN,North America,Canada,2021-08-13,214.0,5.565,640.0,16.643
CAN,North America,Canada,2021-08-14,222.0,5.773,631.0,16.409000000000002
CAN,North America,Canada,2021-08-15,227.0,5.903,653.0,16.980999999999998
CAN,North America,Canada,2021-08-16,243.0,6.319,711.0,18.489
CAN,North America,Canada,2021-08-17,248.0,6.449,734.0,19.088
CAN,North America,Canada,2021-08-18,255.0,6.631,778.0,20.232
CAN,North America,Canada,2021-08-19,269.0,6.995,830.0,21.584
CAN,North America,Canada,2021-08-20,272.0,7.0729999999999995,878.0,22.831999999999997
CAN,North America,Canada,2021-08-21,225.0,5.851,781.0,20.31
CAN,North America,Canada,2021-08-22,240.0,6.2410000000000005,841.0,21.87
CAN,North America,Canada,2021-08-23,245.0,6.371,857.0,22.285999999999998
CAN,North America,Canada,2021-08-24,333.0,8.66,1045.0,27.175
CAN,North America,Canada,2021-08-25,350.0,9.102,1090.0,28.345
CAN,North America,Canada,2021-08-26,365.0,9.492,1162.0,30.218000000000004
CAN,North America,Canada,2021-08-27,381.0,9.908,1191.0,30.971999999999998
CAN,North America,Canada,2021-08-28,380.0,9.882,1199.0,31.18
CAN,North America,Canada,2021-08-29,394.0,10.245999999999999,1225.0,31.855999999999998
CAN,North America,Canada,2021-08-30,411.0,10.687999999999999,1288.0,33.494
CAN,North America,Canada,2021-08-31,434.0,11.286,1339.0,34.821
CAN,North America,Canada,2021-09-01,449.0,11.675999999999998,1376.0,35.783
CAN,North America,Canada,2021-09-02,468.0,12.17,1403.0,36.485
CAN,North America,Canada,2021-09-03,482.0,12.534,1488.0,38.695
CAN,North America,Canada,2021-09-04,496.0,12.898,1536.0,39.943000000000005
CAN,North America,Canada,2021-09-05,516.0,13.419,1573.0,40.906
CAN,North America,Canada,2021-09-06,535.0,13.913,1612.0,41.92
CAN,North America,Canada,2021-09-07,556.0,14.459000000000001,1707.0,44.39
CAN,North America,Canada,2021-09-08,569.0,14.797,1793.0,46.626999999999995
CAN,North America,Canada,2021-09-09,579.0,15.057,1820.0,47.32899999999999
CAN,North America,Canada,2021-09-10,600.0,15.603,1912.0,49.721000000000004
CAN,North America,Canada,2021-09-11,451.0,11.728,1565.0,40.698
CAN,North America,Canada,2021-09-12,631.0,16.409000000000002,1982.0,51.542
CAN,North America,Canada,2021-09-13,657.0,17.085,1993.0,51.828
CAN,North America,Canada,2021-09-14,677.0,17.605,2103.0,54.688
CAN,North America,Canada,2021-09-15,678.0,17.631,2119.0,55.104
CAN,North America,Canada,2021-09-16,684.0,17.787,2124.0,55.233999999999995
CAN,North America,Canada,2021-09-17,672.0,17.475,2142.0,55.702
CAN,North America,Canada,2021-09-18,523.0,13.600999999999999,1862.0,48.42100000000001
CAN,North America,Canada,2021-09-19,537.0,13.965,1901.0,49.435
CAN,North America,Canada,2021-09-20,708.0,18.410999999999998,2259.0,58.745
CAN,North America,Canada,2021-09-21,728.0,18.932000000000002,2360.0,61.372
CAN,North America,Canada,2021-09-22,732.0,19.035999999999998,2390.0,62.152
CAN,North America,Canada,2021-09-23,743.0,19.322,2435.0,63.321999999999996
CAN,North America,Canada,2021-09-24,740.0,19.244,2418.0,62.88
CAN,North America,Canada,2021-09-25,594.0,15.447000000000001,2050.0,53.31
CAN,North America,Canada,2021-09-26,611.0,15.889000000000001,2101.0,54.636
CAN,North America,Canada,2021-09-27,751.0,19.53,2477.0,64.414
CAN,North America,Canada,2021-09-28,758.0,19.712,2505.0,65.142
CAN,North America,Canada,2021-09-29,763.0,19.842,2485.0,64.622
CAN,North America,Canada,2021-09-30,610.0,15.863,2138.0,55.598
CAN,North America,Canada,2021-10-01,744.0,19.348,2458.0,63.92
CAN,North America,Canada,2021-10-02,605.0,15.732999999999999,2147.0,55.832
CAN,North America,Canada,2021-10-03,603.0,15.681,2147.0,55.832
CAN,North America,Canada,2021-10-04,744.0,19.348,2526.0,65.688
CAN,North America,Canada,2021-10-05,743.0,19.322,2549.0,66.286
CAN,North America,Canada,2021-10-06,726.0,18.88,2577.0,67.015
CAN,North America,Canada,2021-10-07,729.0,18.958,2593.0,67.431
CAN,North America,Canada,2021-10-08,728.0,18.932000000000002,2555.0,66.442
CAN,North America,Canada,2021-10-09,716.0,18.619,2491.0,64.778
CAN,North America,Canada,2021-10-10,714.0,18.567,2508.0,65.22
CAN,North America,Canada,2021-10-11,694.0,18.047,2499.0,64.986
CAN,North America,Canada,2021-10-12,718.0,18.672,2496.0,64.908
CAN,North America,Canada,2021-10-13,710.0,18.463,2507.0,65.194
CAN,North America,Canada,2021-10-14,713.0,18.541,2467.0,64.154
CAN,North America,Canada,2021-10-15,705.0,18.333,2474.0,64.336
CAN,North America,Canada,2021-10-16,697.0,18.125,2423.0,63.01
CAN,North America,Canada,2021-10-17,706.0,18.359,2446.0,63.608000000000004
CAN,North America,Canada,2021-10-18,703.0,18.281,2425.0,63.062
CAN,North America,Canada,2021-10-19,676.0,17.579,2408.0,62.62
CAN,North America,Canada,2021-10-20,674.0,17.527,2342.0,60.903
CAN,North America,Canada,2021-10-21,639.0,16.617,2317.0,60.253
CAN,North America,Canada,2021-10-22,630.0,16.383,2256.0,58.667
CAN,North America,Canada,2021-10-23,634.0,16.487000000000002,2214.0,57.575
CAN,North America,Canada,2021-10-24,626.0,16.279,2196.0,57.107
CAN,North America,Canada,2021-10-25,616.0,16.019000000000002,2145.0,55.78
CAN,North America,Canada,2021-10-26,615.0,15.993,2106.0,54.766000000000005
CAN,North America,Canada,2021-10-27,613.0,15.940999999999999,2102.0,54.662
CAN,North America,Canada,2021-10-28,606.0,15.759,2085.0,54.22
CAN,North America,Canada,2021-10-29,604.0,15.707,2052.0,53.361999999999995
CAN,North America,Canada,2021-10-30,590.0,15.343,2011.0,52.29600000000001
CAN,North America,Canada,2021-10-31,580.0,15.083,2024.0,52.63399999999999
CAN,North America,Canada,2021-11-01,578.0,15.030999999999999,2014.0,52.373999999999995
CAN,North America,Canada,2021-11-02,563.0,14.640999999999998,2061.0,53.596000000000004
CAN,North America,Canada,2021-11-03,543.0,14.120999999999999,1956.0,50.86600000000001
CAN,North America,Canada,2021-11-04,525.0,13.652999999999999,1936.0,50.345
CAN,North America,Canada,2021-11-05,516.0,13.419,1927.0,50.111000000000004
CAN,North America,Canada,2021-11-06,504.0,13.106,1916.0,49.825
CAN,North America,Canada,2021-11-07,499.0,12.975999999999999,1924.0,50.033
CAN,North America,Canada,2021-11-08,496.0,12.898,1875.0,48.75899999999999
CAN,North America,Canada,2021-11-09,501.0,13.027999999999999,1880.0,48.888999999999996
CAN,North America,Canada,2021-11-10,485.0,12.612,1780.0,46.288999999999994
CAN,North America,Canada,2021-11-11,469.0,12.196,1796.0,46.705
CAN,North America,Canada,2021-11-12,472.0,12.274000000000001,1787.0,46.471000000000004
CAN,North America,Canada,2021-11-13,471.0,12.248,1787.0,46.471000000000004
CAN,North America,Canada,2021-11-14,476.0,12.378,1802.0,46.861000000000004
CAN,North America,Canada,2021-11-15,473.0,12.3,1766.0,45.925
CAN,North America,Canada,2021-11-16,451.0,11.728,1773.0,46.107
CAN,North America,Canada,2021-11-17,447.0,11.624,1750.0,45.50899999999999
CAN,North America,Canada,2021-11-18,445.0,11.572000000000001,1735.0,45.118
CAN,North America,Canada,2021-11-19,446.0,11.597999999999999,1711.0,44.494
CAN,North America,Canada,2021-11-20,445.0,11.572000000000001,1690.0,43.948
CAN,North America,Canada,2021-11-21,458.0,11.91,1716.0,44.623999999999995
CAN,North America,Canada,2021-11-22,449.0,11.675999999999998,1699.0,44.181999999999995
CAN,North America,Canada,2021-11-23,460.0,11.962,1687.0,43.87
CAN,North America,Canada,2021-11-24,452.0,11.754000000000001,1662.0,43.22
CAN,North America,Canada,2021-11-25,451.0,11.728,1584.0,41.192
CAN,North America,Canada,2021-11-26,446.0,11.597999999999999,1584.0,41.192
CAN,North America,Canada,2021-11-27,435.0,11.312000000000001,1596.0,41.504
CAN,North America,Canada,2021-11-28,444.0,11.546,1595.0,41.478
CAN,North America,Canada,2021-11-29,470.0,12.222000000000001,1634.0,42.492
CAN,North America,Canada,2021-11-30,458.0,11.91,1644.0,42.751999999999995
CAN,North America,Canada,2021-12-01,443.0,11.52,1625.0,42.258
CAN,North America,Canada,2021-12-02,435.0,11.312000000000001,1579.0,41.062
CAN,North America,Canada,2021-12-03,454.0,11.806,1543.0,40.126
CAN,North America,Canada,2021-12-04,446.0,11.597999999999999,1539.0,40.022
CAN,North America,Canada,2021-12-05,457.0,11.884,1586.0,41.244
CAN,North America,Canada,2021-12-06,446.0,11.597999999999999,1563.0,40.646
CAN,North America,Canada,2021-12-07,426.0,11.078,1549.0,40.282
CAN,North America,Canada,2021-12-08,430.0,11.182,1528.0,39.735
CAN,North America,Canada,2021-12-09,425.0,11.052,1521.0,39.553000000000004
CAN,North America,Canada,2021-12-10,420.0,10.922,1512.0,39.319
CAN,North America,Canada,2021-12-11,424.0,11.026,1534.0,39.891
CAN,North America,Canada,2021-12-12,439.0,11.415999999999999,1564.0,40.672
CAN,North America,Canada,2021-12-13,453.0,11.78,1539.0,40.022
CAN,North America,Canada,2021-12-14,453.0,11.78,1519.0,39.501
CAN,North America,Canada,2021-12-15,440.0,11.442,1537.0,39.969
CAN,North America,Canada,2021-12-16,424.0,11.026,1550.0,40.308
CAN,North America,Canada,2021-12-17,435.0,11.312000000000001,1577.0,41.01
CAN,North America,Canada,2021-12-18,453.0,11.78,1589.0,41.321999999999996
CAN,North America,Canada,2021-12-19,459.0,11.936,1658.0,43.11600000000001
CAN,North America,Canada,2021-12-20,468.0,12.17,1671.0,43.45399999999999
CAN,North America,Canada,2021-12-21,463.0,12.04,1711.0,44.494
CAN,North America,Canada,2021-12-22,455.0,11.832,1795.0,46.678999999999995
CAN,North America,Canada,2021-12-23,461.0,11.988,1799.0,46.783
CAN,North America,Canada,2021-12-24,451.0,11.728,1837.0,47.771
CAN,North America,Canada,2021-12-25,449.0,11.675999999999998,1884.0,48.993
CAN,North America,Canada,2021-12-26,476.0,12.378,2168.0,56.379
CAN,North America,Canada,2021-12-27,490.0,12.742,2412.0,62.724
CAN,North America,Canada,2021-12-28,476.0,12.378,2632.0,68.445
CAN,North America,Canada,2021-12-29,510.0,13.262,2999.0,77.98899999999999
CAN,North America,Canada,2021-12-30,533.0,13.860999999999999,3362.0,87.428
CAN,North America,Canada,2021-12-31,550.0,14.302999999999999,3339.0,86.83
CAN,North America,Canada,2022-01-01,574.0,14.927,3865.0,100.509
CAN,North America,Canada,2022-01-02,619.0,16.097,4274.0,111.145
CAN,North America,Canada,2022-01-03,645.0,16.773,4758.0,123.73100000000001
CAN,North America,Canada,2022-01-04,704.0,18.307000000000002,5322.0,138.398
CAN,North America,Canada,2022-01-05,739.0,19.218,5780.0,150.308
CAN,North America,Canada,2022-01-06,791.0,20.57,6131.0,159.436
CAN,North America,Canada,2022-01-07,865.0,22.494,6743.0,175.351
CAN,North America,Canada,2022-01-08,903.0,23.482,7180.0,186.715
CAN,North America,Canada,2022-01-09,914.0,23.768,7451.0,193.762
CAN,North America,Canada,2022-01-10,973.0,25.303,8088.0,210.327
CAN,North America,Canada,2022-01-11,1021.0,26.551,8551.0,222.368
CAN,North America,Canada,2022-01-12,1029.0,26.759,8979.0,233.498
CAN,North America,Canada,2022-01-13,1067.0,27.747,9342.0,242.938
CAN,North America,Canada,2022-01-14,1096.0,28.500999999999998,9621.0,250.19299999999998
CAN,North America,Canada,2022-01-15,1121.0,29.151,9986.0,259.685
CAN,North America,Canada,2022-01-16,1124.0,29.229,10259.0,266.784
CAN,North America,Canada,2022-01-17,1180.0,30.686,10588.0,275.34
CAN,North America,Canada,2022-01-18,1200.0,31.206,10587.0,275.314
CAN,North America,Canada,2022-01-19,1216.0,31.622,10743.0,279.37
CAN,North America,Canada,2022-01-20,1198.0,31.154,10721.0,278.798
CAN,North America,Canada,2022-01-21,1214.0,31.57,10651.0,276.978
CAN,North America,Canada,2022-01-22,1208.0,31.414,10673.0,277.55
CAN,North America,Canada,2022-01-23,1206.0,31.362,10836.0,281.789
