iso_code,continent,location,date,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million
SWE,Europe,Sweden,2021-06-21,76.0,7.204,325.0,30.808000000000003
SWE,Europe,Sweden,2021-06-22,65.0,6.162000000000001,307.0,29.101
SWE,Europe,Sweden,2021-06-23,64.0,6.067,286.0,27.111
SWE,Europe,Sweden,2021-06-24,67.0,6.351,259.0,24.551
SWE,Europe,Sweden,2021-06-25,67.0,6.351,256.0,24.267
SWE,Europe,Sweden,2021-06-26,67.0,6.351,257.0,24.362
SWE,Europe,Sweden,2021-06-27,67.0,6.351,256.0,24.267
SWE,Europe,Sweden,2021-06-28,61.0,5.782,250.0,23.698
SWE,Europe,Sweden,2021-06-29,48.0,4.55,222.0,21.044
SWE,Europe,Sweden,2021-06-30,43.0,4.0760000000000005,218.0,20.665
SWE,Europe,Sweden,2021-07-01,40.0,3.792,205.0,19.432000000000002
SWE,Europe,Sweden,2021-07-02,40.0,3.792,207.0,19.622
SWE,Europe,Sweden,2021-07-03,40.0,3.792,205.0,19.432000000000002
SWE,Europe,Sweden,2021-07-04,38.0,3.602,201.0,19.053
SWE,Europe,Sweden,2021-07-05,33.0,3.128,185.0,17.537
SWE,Europe,Sweden,2021-07-06,30.0,2.844,176.0,16.683
SWE,Europe,Sweden,2021-07-07,30.0,2.844,171.0,16.21
SWE,Europe,Sweden,2021-07-08,28.0,2.654,166.0,15.735999999999999
SWE,Europe,Sweden,2021-07-09,26.0,2.465,155.0,14.693
SWE,Europe,Sweden,2021-07-10,26.0,2.465,153.0,14.503
SWE,Europe,Sweden,2021-07-11,25.0,2.37,154.0,14.597999999999999
SWE,Europe,Sweden,2021-07-12,21.0,1.9909999999999999,148.0,14.029000000000002
SWE,Europe,Sweden,2021-07-13,20.0,1.896,147.0,13.935
SWE,Europe,Sweden,2021-07-14,21.0,1.9909999999999999,155.0,14.693
SWE,Europe,Sweden,2021-07-15,19.0,1.801,149.0,14.124
SWE,Europe,Sweden,2021-07-16,19.0,1.801,143.0,13.555
SWE,Europe,Sweden,2021-07-17,19.0,1.801,139.0,13.175999999999998
SWE,Europe,Sweden,2021-07-18,19.0,1.801,138.0,13.081
SWE,Europe,Sweden,2021-07-19,23.0,2.18,137.0,12.987
SWE,Europe,Sweden,2021-07-20,23.0,2.18,134.0,12.702
SWE,Europe,Sweden,2021-07-21,24.0,2.275,130.0,12.323
SWE,Europe,Sweden,2021-07-22,23.0,2.18,123.0,11.659
SWE,Europe,Sweden,2021-07-23,22.0,2.085,130.0,12.323
SWE,Europe,Sweden,2021-07-24,22.0,2.085,130.0,12.323
SWE,Europe,Sweden,2021-07-25,22.0,2.085,128.0,12.133
SWE,Europe,Sweden,2021-07-26,21.0,1.9909999999999999,117.0,11.091
SWE,Europe,Sweden,2021-07-27,21.0,1.9909999999999999,115.0,10.901
SWE,Europe,Sweden,2021-07-28,19.0,1.801,115.0,10.901
SWE,Europe,Sweden,2021-07-29,16.0,1.517,112.0,10.617
SWE,Europe,Sweden,2021-07-30,16.0,1.517,108.0,10.238
SWE,Europe,Sweden,2021-07-31,16.0,1.517,107.0,10.142999999999999
SWE,Europe,Sweden,2021-08-01,16.0,1.517,107.0,10.142999999999999
SWE,Europe,Sweden,2021-08-02,20.0,1.896,114.0,10.806
SWE,Europe,Sweden,2021-08-03,23.0,2.18,128.0,12.133
SWE,Europe,Sweden,2021-08-04,25.0,2.37,135.0,12.797
SWE,Europe,Sweden,2021-08-05,28.0,2.654,137.0,12.987
SWE,Europe,Sweden,2021-08-06,29.0,2.7489999999999997,137.0,12.987
SWE,Europe,Sweden,2021-08-07,29.0,2.7489999999999997,136.0,12.892000000000001
SWE,Europe,Sweden,2021-08-08,29.0,2.7489999999999997,127.0,12.039000000000001
SWE,Europe,Sweden,2021-08-09,27.0,2.559,141.0,13.366
SWE,Europe,Sweden,2021-08-10,26.0,2.465,165.0,15.640999999999998
SWE,Europe,Sweden,2021-08-11,29.0,2.7489999999999997,165.0,15.640999999999998
SWE,Europe,Sweden,2021-08-12,26.0,2.465,163.0,15.450999999999999
SWE,Europe,Sweden,2021-08-13,27.0,2.559,171.0,16.21
SWE,Europe,Sweden,2021-08-14,26.0,2.465,171.0,16.21
SWE,Europe,Sweden,2021-08-15,25.0,2.37,173.0,16.399
SWE,Europe,Sweden,2021-08-16,28.0,2.654,184.0,17.442
SWE,Europe,Sweden,2021-08-17,32.0,3.033,187.0,17.726
SWE,Europe,Sweden,2021-08-18,33.0,3.128,192.0,18.2
SWE,Europe,Sweden,2021-08-19,33.0,3.128,198.0,18.769000000000002
SWE,Europe,Sweden,2021-08-20,35.0,3.318,221.0,20.949
SWE,Europe,Sweden,2021-08-21,35.0,3.318,220.0,20.854
SWE,Europe,Sweden,2021-08-22,35.0,3.318,218.0,20.665
SWE,Europe,Sweden,2021-08-23,36.0,3.4130000000000003,215.0,20.38
SWE,Europe,Sweden,2021-08-24,38.0,3.602,234.0,22.180999999999997
SWE,Europe,Sweden,2021-08-25,40.0,3.792,248.0,23.509
SWE,Europe,Sweden,2021-08-26,40.0,3.792,250.0,23.698
SWE,Europe,Sweden,2021-08-27,42.0,3.9810000000000003,244.0,23.129
SWE,Europe,Sweden,2021-08-28,43.0,4.0760000000000005,245.0,23.224
SWE,Europe,Sweden,2021-08-29,41.0,3.886,257.0,24.362
SWE,Europe,Sweden,2021-08-30,46.0,4.36,266.0,25.215
SWE,Europe,Sweden,2021-08-31,44.0,4.171,311.0,29.48
SWE,Europe,Sweden,2021-09-01,43.0,4.0760000000000005,310.0,29.386
SWE,Europe,Sweden,2021-09-02,43.0,4.0760000000000005,305.0,28.912
SWE,Europe,Sweden,2021-09-03,49.0,4.645,318.0,30.144000000000002
SWE,Europe,Sweden,2021-09-04,49.0,4.645,318.0,30.144000000000002
SWE,Europe,Sweden,2021-09-05,50.0,4.74,322.0,30.523000000000003
SWE,Europe,Sweden,2021-09-06,52.0,4.928999999999999,304.0,28.816999999999997
SWE,Europe,Sweden,2021-09-07,57.0,5.403,322.0,30.523000000000003
SWE,Europe,Sweden,2021-09-08,57.0,5.403,330.0,31.281999999999996
SWE,Europe,Sweden,2021-09-09,57.0,5.403,333.0,31.566
SWE,Europe,Sweden,2021-09-10,55.0,5.2139999999999995,344.0,32.609
SWE,Europe,Sweden,2021-09-11,55.0,5.2139999999999995,344.0,32.609
SWE,Europe,Sweden,2021-09-12,55.0,5.2139999999999995,340.0,32.229
SWE,Europe,Sweden,2021-09-13,48.0,4.55,324.0,30.713
SWE,Europe,Sweden,2021-09-14,49.0,4.645,336.0,31.85
SWE,Europe,Sweden,2021-09-15,48.0,4.55,324.0,30.713
SWE,Europe,Sweden,2021-09-16,47.0,4.455,321.0,30.428
SWE,Europe,Sweden,2021-09-17,44.0,4.171,298.0,28.248
SWE,Europe,Sweden,2021-09-18,44.0,4.171,298.0,28.248
SWE,Europe,Sweden,2021-09-19,44.0,4.171,299.0,28.343000000000004
SWE,Europe,Sweden,2021-09-20,44.0,4.171,296.0,28.059
SWE,Europe,Sweden,2021-09-21,47.0,4.455,303.0,28.721999999999998
SWE,Europe,Sweden,2021-09-22,47.0,4.455,303.0,28.721999999999998
SWE,Europe,Sweden,2021-09-23,43.0,4.0760000000000005,291.0,27.585
SWE,Europe,Sweden,2021-09-24,43.0,4.0760000000000005,275.0,26.068
SWE,Europe,Sweden,2021-09-25,43.0,4.0760000000000005,275.0,26.068
SWE,Europe,Sweden,2021-09-26,42.0,3.9810000000000003,274.0,25.973000000000003
SWE,Europe,Sweden,2021-09-27,43.0,4.0760000000000005,276.0,26.163
SWE,Europe,Sweden,2021-09-28,39.0,3.697,262.0,24.836
SWE,Europe,Sweden,2021-09-29,40.0,3.792,258.0,24.456
SWE,Europe,Sweden,2021-09-30,43.0,4.0760000000000005,253.0,23.983
SWE,Europe,Sweden,2021-10-01,41.0,3.886,261.0,24.741
SWE,Europe,Sweden,2021-10-02,41.0,3.886,261.0,24.741
SWE,Europe,Sweden,2021-10-03,42.0,3.9810000000000003,262.0,24.836
SWE,Europe,Sweden,2021-10-04,37.0,3.5069999999999997,257.0,24.362
SWE,Europe,Sweden,2021-10-05,38.0,3.602,252.0,23.888
SWE,Europe,Sweden,2021-10-06,36.0,3.4130000000000003,249.0,23.603
SWE,Europe,Sweden,2021-10-07,35.0,3.318,250.0,23.698
SWE,Europe,Sweden,2021-10-08,31.0,2.9389999999999996,232.0,21.991999999999997
SWE,Europe,Sweden,2021-10-09,31.0,2.9389999999999996,232.0,21.991999999999997
SWE,Europe,Sweden,2021-10-10,31.0,2.9389999999999996,230.0,21.802
SWE,Europe,Sweden,2021-10-11,29.0,2.7489999999999997,223.0,21.139
SWE,Europe,Sweden,2021-10-12,27.0,2.559,220.0,20.854
SWE,Europe,Sweden,2021-10-13,25.0,2.37,219.0,20.76
SWE,Europe,Sweden,2021-10-14,24.0,2.275,219.0,20.76
SWE,Europe,Sweden,2021-10-15,26.0,2.465,217.0,20.57
SWE,Europe,Sweden,2021-10-16,26.0,2.465,217.0,20.57
SWE,Europe,Sweden,2021-10-17,25.0,2.37,218.0,20.665
SWE,Europe,Sweden,2021-10-18,29.0,2.7489999999999997,217.0,20.57
SWE,Europe,Sweden,2021-10-19,29.0,2.7489999999999997,234.0,22.180999999999997
SWE,Europe,Sweden,2021-10-20,31.0,2.9389999999999996,232.0,21.991999999999997
SWE,Europe,Sweden,2021-10-21,27.0,2.559,225.0,21.328000000000003
SWE,Europe,Sweden,2021-10-22,27.0,2.559,220.0,20.854
SWE,Europe,Sweden,2021-10-23,27.0,2.559,220.0,20.854
SWE,Europe,Sweden,2021-10-24,27.0,2.559,220.0,20.854
SWE,Europe,Sweden,2021-10-25,30.0,2.844,222.0,21.044
SWE,Europe,Sweden,2021-10-26,27.0,2.559,225.0,21.328000000000003
SWE,Europe,Sweden,2021-10-27,27.0,2.559,234.0,22.180999999999997
SWE,Europe,Sweden,2021-10-28,26.0,2.465,240.0,22.75
SWE,Europe,Sweden,2021-10-29,26.0,2.465,243.0,23.035
SWE,Europe,Sweden,2021-10-30,26.0,2.465,245.0,23.224
SWE,Europe,Sweden,2021-10-31,27.0,2.559,240.0,22.75
SWE,Europe,Sweden,2021-11-01,26.0,2.465,239.0,22.655
SWE,Europe,Sweden,2021-11-02,25.0,2.37,243.0,23.035
SWE,Europe,Sweden,2021-11-03,31.0,2.9389999999999996,252.0,23.888
SWE,Europe,Sweden,2021-11-04,32.0,3.033,242.0,22.94
SWE,Europe,Sweden,2021-11-05,32.0,3.033,240.0,22.75
SWE,Europe,Sweden,2021-11-06,32.0,3.033,240.0,22.75
SWE,Europe,Sweden,2021-11-07,36.0,3.4130000000000003,238.0,22.561
SWE,Europe,Sweden,2021-11-08,37.0,3.5069999999999997,253.0,23.983
SWE,Europe,Sweden,2021-11-09,37.0,3.5069999999999997,289.0,27.395
SWE,Europe,Sweden,2021-11-10,37.0,3.5069999999999997,275.0,26.068
SWE,Europe,Sweden,2021-11-11,38.0,3.602,269.0,25.499000000000002
SWE,Europe,Sweden,2021-11-12,37.0,3.5069999999999997,277.0,26.258000000000003
SWE,Europe,Sweden,2021-11-13,37.0,3.5069999999999997,277.0,26.258000000000003
SWE,Europe,Sweden,2021-11-14,38.0,3.602,274.0,25.973000000000003
SWE,Europe,Sweden,2021-11-15,36.0,3.4130000000000003,280.0,26.541999999999998
SWE,Europe,Sweden,2021-11-16,36.0,3.4130000000000003,270.0,25.594
SWE,Europe,Sweden,2021-11-17,31.0,2.9389999999999996,267.0,25.31
SWE,Europe,Sweden,2021-11-18,31.0,2.9389999999999996,270.0,25.594
SWE,Europe,Sweden,2021-11-19,31.0,2.9389999999999996,273.0,25.878
SWE,Europe,Sweden,2021-11-20,31.0,2.9389999999999996,273.0,25.878
SWE,Europe,Sweden,2021-11-21,31.0,2.9389999999999996,272.0,25.784000000000002
SWE,Europe,Sweden,2021-11-22,30.0,2.844,285.0,27.016
SWE,Europe,Sweden,2021-11-23,28.0,2.654,301.0,28.533
SWE,Europe,Sweden,2021-11-24,24.0,2.275,307.0,29.101
SWE,Europe,Sweden,2021-11-25,24.0,2.275,290.0,27.49
SWE,Europe,Sweden,2021-11-26,29.0,2.7489999999999997,293.0,27.774
SWE,Europe,Sweden,2021-11-27,29.0,2.7489999999999997,293.0,27.774
SWE,Europe,Sweden,2021-11-28,29.0,2.7489999999999997,293.0,27.774
SWE,Europe,Sweden,2021-11-29,29.0,2.7489999999999997,288.0,27.3
SWE,Europe,Sweden,2021-11-30,33.0,3.128,320.0,30.334
SWE,Europe,Sweden,2021-12-01,42.0,3.9810000000000003,338.0,32.04
SWE,Europe,Sweden,2021-12-02,43.0,4.0760000000000005,340.0,32.229
SWE,Europe,Sweden,2021-12-03,46.0,4.36,339.0,32.135
SWE,Europe,Sweden,2021-12-04,46.0,4.36,339.0,32.135
SWE,Europe,Sweden,2021-12-05,46.0,4.36,344.0,32.609
SWE,Europe,Sweden,2021-12-06,46.0,4.36,354.0,33.556999999999995
SWE,Europe,Sweden,2021-12-07,49.0,4.645,403.0,38.201
SWE,Europe,Sweden,2021-12-08,53.0,5.024,403.0,38.201
SWE,Europe,Sweden,2021-12-09,54.0,5.119,426.0,40.382
SWE,Europe,Sweden,2021-12-10,51.0,4.834,446.0,42.277
SWE,Europe,Sweden,2021-12-11,51.0,4.834,446.0,42.277
SWE,Europe,Sweden,2021-12-12,53.0,5.024,451.0,42.751000000000005
SWE,Europe,Sweden,2021-12-13,63.0,5.972,478.0,45.31100000000001
SWE,Europe,Sweden,2021-12-14,69.0,6.541,503.0,47.681000000000004
SWE,Europe,Sweden,2021-12-15,75.0,7.109,496.0,47.016999999999996
SWE,Europe,Sweden,2021-12-16,70.0,6.635,526.0,49.861000000000004
SWE,Europe,Sweden,2021-12-17,68.0,6.446000000000001,524.0,49.67100000000001
SWE,Europe,Sweden,2021-12-18,72.0,6.825,513.0,48.629
SWE,Europe,Sweden,2021-12-19,72.0,6.825,515.0,48.818000000000005
SWE,Europe,Sweden,2021-12-20,74.0,7.015,517.0,49.008
SWE,Europe,Sweden,2021-12-21,84.0,7.962999999999999,561.0,53.178999999999995
SWE,Europe,Sweden,2021-12-22,85.0,8.057,551.0,52.231
SWE,Europe,Sweden,2021-12-23,92.0,8.721,570.0,54.032
SWE,Europe,Sweden,2021-12-24,87.0,8.247,572.0,54.221000000000004
SWE,Europe,Sweden,2021-12-25,87.0,8.247,572.0,54.221000000000004
SWE,Europe,Sweden,2021-12-26,88.0,8.342,568.0,53.842
SWE,Europe,Sweden,2021-12-27,92.0,8.721,600.0,56.876000000000005
SWE,Europe,Sweden,2021-12-28,97.0,9.195,679.0,64.36399999999999
SWE,Europe,Sweden,2021-12-29,97.0,9.195,692.0,65.596
SWE,Europe,Sweden,2021-12-30,101.0,9.574,713.0,67.587
SWE,Europe,Sweden,2021-12-31,101.0,9.574,713.0,67.587
SWE,Europe,Sweden,2022-01-01,101.0,9.574,717.0,67.96600000000001
SWE,Europe,Sweden,2022-01-02,104.0,9.857999999999999,727.0,68.914
SWE,Europe,Sweden,2022-01-03,107.0,10.142999999999999,792.0,75.07600000000001
SWE,Europe,Sweden,2022-01-04,108.0,10.238,930.0,88.15700000000001
SWE,Europe,Sweden,2022-01-05,109.0,10.332,935.0,88.631
SWE,Europe,Sweden,2022-01-06,108.0,10.238,942.0,89.295
SWE,Europe,Sweden,2022-01-07,107.0,10.142999999999999,1024.0,97.068
SWE,Europe,Sweden,2022-01-08,107.0,10.142999999999999,1024.0,97.068
SWE,Europe,Sweden,2022-01-09,101.0,9.574,1042.0,98.774
SWE,Europe,Sweden,2022-01-10,103.0,9.764,1176.0,111.476
SWE,Europe,Sweden,2022-01-11,103.0,9.764,1252.0,118.68
SWE,Europe,Sweden,2022-01-12,100.0,9.479,1304.0,123.61
SWE,Europe,Sweden,2022-01-13,94.0,8.911,1296.0,122.851
SWE,Europe,Sweden,2022-01-14,106.0,10.048,1296.0,122.851
SWE,Europe,Sweden,2022-01-15,106.0,10.048,1296.0,122.851
SWE,Europe,Sweden,2022-01-16,106.0,10.048,1296.0,122.851
SWE,Europe,Sweden,2022-01-17,106.0,10.048,1296.0,122.851
SWE,Europe,Sweden,2022-01-18,109.0,10.332,1380.0,130.814
SWE,Europe,Sweden,2022-01-19,120.0,11.375,1609.0,152.52100000000002
SWE,Europe,Sweden,2022-01-20,121.0,11.47,1606.0,152.237
SWE,Europe,Sweden,2022-01-21,121.0,11.47,1606.0,152.237
SWE,Europe,Sweden,2022-01-22,121.0,11.47,1606.0,152.237
SWE,Europe,Sweden,2022-01-23,121.0,11.47,1606.0,152.237
SWE,Europe,Sweden,2022-01-24,111.0,10.522,1687.0,159.915
SWE,Europe,Sweden,2022-01-25,106.0,10.048,1779.0,168.636
SWE,Europe,Sweden,2022-01-26,109.0,10.332,1975.0,187.215
SWE,Europe,Sweden,2022-01-27,102.0,9.669,2011.0,190.628
SWE,Europe,Sweden,2022-01-28,100.0,9.479,1984.0,188.06799999999998
SWE,Europe,Sweden,2022-01-29,114.0,10.806,1992.0,188.827
SWE,Europe,Sweden,2022-01-30,118.0,11.186,1992.0,188.827
SWE,Europe,Sweden,2022-01-31,116.0,10.995999999999999,1997.0,189.301
SWE,Europe,Sweden,2022-02-01,111.0,10.522,2037.0,193.092
SWE,Europe,Sweden,2022-02-02,111.0,10.522,2112.0,200.202
SWE,Europe,Sweden,2022-02-03,103.0,9.764,2101.0,199.15900000000002
SWE,Europe,Sweden,2022-02-04,110.0,10.427,2098.0,198.875
SWE,Europe,Sweden,2022-02-05,118.0,11.186,2100.0,199.06400000000002
SWE,Europe,Sweden,2022-02-06,119.0,11.28,2075.0,196.695
SWE,Europe,Sweden,2022-02-07,120.0,11.375,2099.0,198.97
SWE,Europe,Sweden,2022-02-08,113.0,10.712,2169.0,205.605
SWE,Europe,Sweden,2022-02-09,97.0,9.195,2241.0,212.43
SWE,Europe,Sweden,2022-02-10,102.0,9.669,2141.0,202.951
SWE,Europe,Sweden,2022-02-11,91.0,8.626,2078.0,196.979
SWE,Europe,Sweden,2022-02-12,92.0,8.721,2005.0,190.05900000000003
SWE,Europe,Sweden,2022-02-13,90.0,8.531,1982.0,187.87900000000002
SWE,Europe,Sweden,2022-02-14,95.0,9.005,1962.0,185.983
SWE,Europe,Sweden,2022-02-15,91.0,8.626,2018.0,191.291
SWE,Europe,Sweden,2022-02-16,88.0,8.342,1930.0,182.95
SWE,Europe,Sweden,2022-02-17,81.0,7.678,1868.0,177.07299999999998
SWE,Europe,Sweden,2022-02-18,78.0,7.394,1819.0,172.428
SWE,Europe,Sweden,2022-02-19,75.0,7.109,1760.0,166.835
SWE,Europe,Sweden,2022-02-20,74.0,7.015,1736.0,164.56
SWE,Europe,Sweden,2022-02-21,79.0,7.489,1721.0,163.138
SWE,Europe,Sweden,2022-02-22,75.0,7.109,1706.0,161.716
SWE,Europe,Sweden,2022-02-23,76.0,7.204,1636.0,155.08100000000002
SWE,Europe,Sweden,2022-02-24,73.0,6.92,1587.0,150.436
SWE,Europe,Sweden,2022-02-25,75.0,7.109,1561.0,147.971
SWE,Europe,Sweden,2022-02-26,67.0,6.351,1469.0,139.25
SWE,Europe,Sweden,2022-02-27,65.0,6.162000000000001,1464.0,138.776
SWE,Europe,Sweden,2022-02-28,63.0,5.972,1369.0,129.77100000000002
SWE,Europe,Sweden,2022-03-01,67.0,6.351,1319.0,125.031
SWE,Europe,Sweden,2022-03-02,59.0,5.593,1227.0,116.31
SWE,Europe,Sweden,2022-03-03,50.0,4.74,1223.0,115.931
SWE,Europe,Sweden,2022-03-04,52.0,4.928999999999999,1207.0,114.415
SWE,Europe,Sweden,2022-03-05,51.0,4.834,1208.0,114.509
SWE,Europe,Sweden,2022-03-06,49.0,4.645,1211.0,114.794
SWE,Europe,Sweden,2022-03-07,44.0,4.171,1152.0,109.20100000000001
SWE,Europe,Sweden,2022-03-08,43.0,4.0760000000000005,1146.0,108.632
SWE,Europe,Sweden,2022-03-09,43.0,4.0760000000000005,1199.0,113.656
SWE,Europe,Sweden,2022-03-10,46.0,4.36,1150.0,109.01100000000001
SWE,Europe,Sweden,2022-03-11,46.0,4.36,1148.0,108.822
CHE,Europe,Switzerland,2020-03-30,399.0,45.65,1328.0,151.937
CHE,Europe,Switzerland,2020-03-31,429.0,49.082,1440.0,164.75099999999998
CHE,Europe,Switzerland,2020-04-01,461.0,52.743,1631.0,186.60299999999998
CHE,Europe,Switzerland,2020-04-02,479.0,54.803000000000004,1680.0,192.209
CHE,Europe,Switzerland,2020-04-03,482.0,55.146,1655.0,189.34900000000002
CHE,Europe,Switzerland,2020-04-04,458.0,52.4,1646.0,188.31900000000002
CHE,Europe,Switzerland,2020-04-05,466.0,53.315,1616.0,184.887
CHE,Europe,Switzerland,2020-04-06,471.0,53.887,1624.0,185.80200000000002
CHE,Europe,Switzerland,2020-04-07,473.0,54.11600000000001,1622.0,185.574
CHE,Europe,Switzerland,2020-04-08,456.0,52.17100000000001,1565.0,179.05200000000002
CHE,Europe,Switzerland,2020-04-09,454.0,51.942,1534.0,175.505
CHE,Europe,Switzerland,2020-04-10,440.0,50.341,1411.0,161.433
CHE,Europe,Switzerland,2020-04-11,429.0,49.082,1372.0,156.971
CHE,Europe,Switzerland,2020-04-12,425.0,48.623999999999995,1338.0,153.08100000000002
CHE,Europe,Switzerland,2020-04-13,425.0,48.623999999999995,1338.0,153.08100000000002
CHE,Europe,Switzerland,2020-04-14,399.0,45.65,1319.0,150.907
CHE,Europe,Switzerland,2020-04-15,381.0,43.59,1277.0,146.102
CHE,Europe,Switzerland,2020-04-16,369.0,42.217,1153.0,131.915
CHE,Europe,Switzerland,2020-04-17,337.0,38.556,1087.0,124.36399999999999
CHE,Europe,Switzerland,2020-04-18,319.0,36.497,1055.0,120.70299999999999
CHE,Europe,Switzerland,2020-04-19,315.0,36.039,1049.0,120.016
CHE,Europe,Switzerland,2020-04-20,305.0,34.895,1056.0,120.81700000000001
CHE,Europe,Switzerland,2020-04-21,273.0,31.234,977.0,111.779
CHE,Europe,Switzerland,2020-04-22,260.0,29.747,895.0,102.397
CHE,Europe,Switzerland,2020-04-23,248.0,28.374000000000002,860.0,98.39299999999999
CHE,Europe,Switzerland,2020-04-24,250.0,28.603,827.0,94.617
CHE,Europe,Switzerland,2020-04-25,241.0,27.573,805.0,92.1
CHE,Europe,Switzerland,2020-04-26,236.0,27.000999999999998,801.0,91.64299999999999
CHE,Europe,Switzerland,2020-04-27,225.0,25.741999999999997,794.0,90.84200000000001
CHE,Europe,Switzerland,2020-04-28,203.0,23.225,766.0,87.63799999999999
CHE,Europe,Switzerland,2020-04-29,194.0,22.195999999999998,717.0,82.03200000000001
CHE,Europe,Switzerland,2020-04-30,189.0,21.624000000000002,666.0,76.197
CHE,Europe,Switzerland,2020-05-01,152.0,17.39,548.0,62.696999999999996
CHE,Europe,Switzerland,2020-05-02,143.0,16.361,519.0,59.379
CHE,Europe,Switzerland,2020-05-03,137.0,15.674000000000001,509.0,58.235
CHE,Europe,Switzerland,2020-05-04,134.0,15.331,519.0,59.379
CHE,Europe,Switzerland,2020-05-05,127.0,14.53,502.0,57.434
CHE,Europe,Switzerland,2020-05-06,122.0,13.958,459.0,52.513999999999996
CHE,Europe,Switzerland,2020-05-07,114.0,13.043,419.0,47.938
CHE,Europe,Switzerland,2020-05-08,100.0,11.440999999999999,378.0,43.247
CHE,Europe,Switzerland,2020-05-09,96.0,10.982999999999999,369.0,42.217
CHE,Europe,Switzerland,2020-05-10,92.0,10.526,354.0,40.501
CHE,Europe,Switzerland,2020-05-11,96.0,10.982999999999999,368.0,42.103
CHE,Europe,Switzerland,2020-05-12,86.0,9.839,354.0,40.501
CHE,Europe,Switzerland,2020-05-13,85.0,9.725,336.0,38.442
CHE,Europe,Switzerland,2020-05-14,83.0,9.496,308.0,35.238
CHE,Europe,Switzerland,2020-05-15,80.0,9.152999999999999,270.0,30.891
CHE,Europe,Switzerland,2020-05-16,76.0,8.695,248.0,28.374000000000002
CHE,Europe,Switzerland,2020-05-17,70.0,8.009,245.0,28.031
CHE,Europe,Switzerland,2020-05-18,68.0,7.78,244.0,27.916
CHE,Europe,Switzerland,2020-05-19,67.0,7.665,230.0,26.314
CHE,Europe,Switzerland,2020-05-20,60.0,6.865,208.0,23.796999999999997
CHE,Europe,Switzerland,2020-05-21,58.0,6.636,187.0,21.395
CHE,Europe,Switzerland,2020-05-22,55.0,6.292999999999999,190.0,21.738000000000003
CHE,Europe,Switzerland,2020-05-23,50.0,5.721,172.0,19.679000000000002
CHE,Europe,Switzerland,2020-05-24,49.0,5.606,172.0,19.679000000000002
CHE,Europe,Switzerland,2020-05-25,48.0,5.492000000000001,170.0,19.45
CHE,Europe,Switzerland,2020-05-26,38.0,4.348,158.0,18.077
CHE,Europe,Switzerland,2020-05-27,44.0,5.034,162.0,18.534000000000002
CHE,Europe,Switzerland,2020-05-28,37.0,4.2330000000000005,142.0,16.246
CHE,Europe,Switzerland,2020-05-29,31.0,3.5469999999999997,138.0,15.789000000000001
CHE,Europe,Switzerland,2020-05-30,32.0,3.661,139.0,15.902999999999999
CHE,Europe,Switzerland,2020-05-31,35.0,4.004,138.0,15.789000000000001
CHE,Europe,Switzerland,2020-06-01,32.0,3.661,123.0,14.072000000000001
CHE,Europe,Switzerland,2020-06-02,32.0,3.661,119.0,13.615
CHE,Europe,Switzerland,2020-06-03,33.0,3.7760000000000002,113.0,12.927999999999999
CHE,Europe,Switzerland,2020-06-04,32.0,3.661,109.0,12.470999999999998
CHE,Europe,Switzerland,2020-06-05,28.0,3.2030000000000003,111.0,12.7
CHE,Europe,Switzerland,2020-06-06,28.0,3.2030000000000003,111.0,12.7
CHE,Europe,Switzerland,2020-06-07,28.0,3.2030000000000003,110.0,12.585
CHE,Europe,Switzerland,2020-06-08,31.0,3.5469999999999997,103.0,11.784
CHE,Europe,Switzerland,2020-06-09,31.0,3.5469999999999997,92.0,10.526
CHE,Europe,Switzerland,2020-06-10,30.0,3.432,89.0,10.183
CHE,Europe,Switzerland,2020-06-11,19.0,2.174,75.0,8.581
CHE,Europe,Switzerland,2020-06-12,24.0,2.7460000000000004,73.0,8.352
CHE,Europe,Switzerland,2020-06-13,25.0,2.86,74.0,8.466000000000001
CHE,Europe,Switzerland,2020-06-14,25.0,2.86,73.0,8.352
CHE,Europe,Switzerland,2020-06-15,14.0,1.6019999999999999,78.0,8.924
CHE,Europe,Switzerland,2020-06-16,12.0,1.3730000000000002,75.0,8.581
CHE,Europe,Switzerland,2020-06-17,15.0,1.716,77.0,8.81
CHE,Europe,Switzerland,2020-06-18,12.0,1.3730000000000002,63.0,7.207999999999999
CHE,Europe,Switzerland,2020-06-19,11.0,1.2590000000000001,58.0,6.636
CHE,Europe,Switzerland,2020-06-20,11.0,1.2590000000000001,58.0,6.636
CHE,Europe,Switzerland,2020-06-21,11.0,1.2590000000000001,58.0,6.636
CHE,Europe,Switzerland,2020-06-22,14.0,1.6019999999999999,72.0,8.238
CHE,Europe,Switzerland,2020-06-23,14.0,1.6019999999999999,74.0,8.466000000000001
CHE,Europe,Switzerland,2020-06-24,15.0,1.716,67.0,7.665
CHE,Europe,Switzerland,2020-06-25,14.0,1.6019999999999999,63.0,7.207999999999999
CHE,Europe,Switzerland,2020-06-26,18.0,2.059,71.0,8.123
CHE,Europe,Switzerland,2020-06-27,18.0,2.059,72.0,8.238
CHE,Europe,Switzerland,2020-06-28,18.0,2.059,72.0,8.238
CHE,Europe,Switzerland,2020-06-29,18.0,2.059,84.0,9.61
CHE,Europe,Switzerland,2020-06-30,23.0,2.6310000000000002,86.0,9.839
